original_name,Synonym
Gleditsia macracantha,Gleditsia macracantha
Gleditsia microphylla,Gleditsia microphylla
Gleditsia sinensis,Gleditsia sinensis
Gleditsia texana,Gleditsia
Gleditsia triacanthos,Gleditsia triacanthos
Glehnia littoralis,Glehnia littoralis
Gleichenia dicarpa,Gleichenia dicarpa
Gleichenia microphylla,Gleichenia microphylla
Glenniea penangensis,Glenniea penangensis
Glia prolifera,Glia prolifera
Glinus bainesii,Glinus bainesii
Glinus lotoides,Glinus lotoides
Glinus lotoides var. virens,Glinus lotoides var. virens
Glinus oppositifolius,Glinus oppositifolius
Gliricidia sepium,Gliricidia sepium
Glischrocaryon aureum,Glischrocaryon aureum
Glischrocaryon behrii,Glischrocaryon behrii
Glischrocaryon roei,Glischrocaryon roei
Globba leucantha,Globba leucantha
Globba marantina,Globba marantina
Globba paniculata,Globba paniculata
Globba pendula,Globba pendula
Globba variabilis,Globba variabilis
Globularia alypum,Globularia alypum
Globularia cambessedesii,Globularia cambessedesii
Globularia cordifolia,Globularia cordifolia
Globularia meridionalis,Globularia meridionalis
Globularia nudicaulis,Globularia nudicaulis
Globularia orientalis,Globularia orientalis
Globularia punctata,Globularia punctata
Globularia repens,Globularia repens
Globularia salicina,Globularia salicina
Globularia trichosantha,Globularia trichosantha
Globularia vulgaris,Globularia vulgaris
Glochidion acuminatum,Glochidion acuminatum
Glochidion eriocarpum,Glochidion eriocarpum
Glochidion ferdinandii,Glochidion ferdinandii
Glochidion glomerulatum,Glochidion glomerulatum
Glochidion harveyanum,Glochidion harveyanum
Glochidion hylandii,Glochidion hylandii
Glochidion insigne,Glochidion insigne
Glochidion lanceisepalum,Glochidion lanceisepalum
Glochidion lanceolarium,Glochidion lanceolarium
Glochidion lutescens,Glochidion lutescens
Glochidion macrocarpum,Glochidion macrocarpum
Glochidion macrostigma,Glochidion macrostigma
Glochidion obscurum,Glochidion obscurum
Glochidion philippicum,Glochidion philippicum
Glochidion puberum,Glochidion puberum
Glochidion rubrum,Glochidion rubrum
Glochidion seemannii,Glochidion seemannii
Glochidion sessiliflorum,Glochidion sessiliflorum
Glochidion styliferum,Glochidion styliferum
Glochidion superbum,Glochidion superbum
Glochidion wilsonii,Glochidion wilsonii
Glochidion wrightii,Glochidion wrightii
Glochidion zeylanicum,Glochidion zeylanicum
Glochidion zeylanicum var. arborescens,Glochidion zeylanicum var. arborescens
Glochidion zeylanicum var. tomentosum,Glochidion zeylanicum var. tomentosum
Gloeospermum boreale,Gloeospermum boreale
Gloeospermum equatoriense,Gloeospermum equatoriense
Gloeospermum longifolium,Gloeospermum longifolium
Gloeospermum sphaerocarpum,Gloeospermum sphaerocarpum
Gloriosa sp,NA
Glossocardia bidens,Glossocardia bidens
Glossocarya hemiderma,Glossocarya hemiderma
Glossodia minor,Glossodia minor
Glossonema revoilii,Glossonema revoilii
Glossopetalon spinescens,Glossopetalon spinescens
Glossorhyncha sp,NA
Glossostigma drummondii,Glossostigma drummondii
Glottidium vesicarium,Glottidium vesicarium
Glottiphyllum longum,Glottiphyllum longum
Glottiphyllum oligocarpum,Glottiphyllum oligocarpum
Gluema ivorensis,Gluema ivorensis
Gluta aptera,Gluta aptera
Gluta beccarii,Gluta beccarii
Gluta curtisii,Gluta curtisii
Gluta elegans,Gluta elegans
Gluta laccifera,Gluta laccifera
Gluta macrocarpa,Gluta macrocarpa
Gluta malayana,Gluta malayana
Gluta papuana,Gluta papuana
Gluta renghas,Gluta renghas
Gluta sabahana,Gluta sabahana
Gluta tavoyana,Gluta tavoyana
Gluta torquata,Gluta torquata
Gluta tourtour,Gluta tourtour
Gluta travancorica,Gluta travancorica
Gluta usitata,Gluta usitata
Gluta velutina,Gluta velutina
Gluta wallichii,Gluta wallichii
Glyceria borealis,Glyceria borealis
Glyceria canadensis,Glyceria canadensis
Glyceria declinata,Glyceria declinata
Glyceria elata,Glyceria elata
Glyceria fluitans,Glyceria fluitans
Glyceria grandis,Glyceria grandis
Glyceria leptolepis,Glyceria leptolepis
Glyceria maxima,Glyceria maxima
Glyceria melicaria,Glyceria melicaria
Glyceria nemoralis,Glyceria nemoralis
Glyceria notata,Glyceria notata
Glyceria obtusa,Glyceria obtusa
Glyceria occidentalis,Glyceria occidentalis
Glyceria pedicellata,Glyceria
Glyceria schoenoides,Glyceria
Glyceria septentrionalis,Glyceria septentrionalis
Glyceria striata,Glyceria striata
Glycine canescens,Glycine canescens
Glycine clandestina,Glycine clandestina
Glycine hirticaulis,Glycine hirticaulis
Glycine max,Glycine max
Glycine max subsp. soja,Glycine max subsp. soja
Glycine microphylla,Glycine microphylla
Glycine rubiginosa,Glycine rubiginosa
Glycine syndetika,Glycine syndetika
Glycine tabacina,Glycine tabacina
Glycine tomentella,Glycine tomentella
Glycosmis cochinchinensis,Glycosmis cochinchinensis
Glycosmis esquirolii,Glycosmis esquirolii
Glycosmis lanceolata,Glycosmis lanceolata
Glycosmis parviflora,Glycosmis parviflora
Glycosmis pentaphylla,Glycosmis pentaphylla
Glycosmis pseudoracemosa,Glycosmis pseudoracemosa
Glycydendron amazonicum,Glycydendron amazonicum
Glycyrrhiza acanthocarpa,Glycyrrhiza acanthocarpa
Glycyrrhiza echinata,Glycyrrhiza echinata
Glycyrrhiza glabra,Glycyrrhiza glabra
Glycyrrhiza inflata,Glycyrrhiza inflata
Glycyrrhiza lepidota,Glycyrrhiza lepidota
Glycyrrhiza squamulosa,Glycyrrhiza squamulosa
Glycyrrhiza uralensis,Glycyrrhiza uralensis
Glyphaea tomentosa,Glyphaea tomentosa
Glyptopetalum feddei,Glyptopetalum feddei
Glyptopetalum fengii,Glyptopetalum fengii
Glyptopetalum geloniifolium,Glyptopetalum geloniifolium
Glyptopetalum rhytidophyllum,Glyptopetalum rhytidophyllum
Glyptopetalum sclerocarpum,Glyptopetalum sclerocarpum
Glyptostrobus pensilis,Glyptostrobus pensilis
Gmelina arborea,Gmelina arborea
Gmelina chinensis,Gmelina chinensis
Gmelina delavayana,Gmelina delavayana
Gmelina elliptica,Gmelina elliptica
Gmelina fasciculiflora,Gmelina fasciculiflora
Gmelina hainanensis,Gmelina hainanensis
Gmelina leichardtii,Gmelina leichhardtii
Gmelina macrophylla,Gmelina macrophylla
Gmelina moluccana,Gmelina moluccana
Gmelina palawensis,Gmelina palawensis
Gmelina philippensis,Gmelina philippensis
Gmelina szechwanensis,Gmelina szechwanensis
Gmelina vitiensis,Gmelina vitiensis
Gnaphalium affine,Gnaphalium affine
Gnaphalium americanum,Gnaphalium americanum
Gnaphalium calviceps,Gnaphalium calviceps
Gnaphalium cheiranthifolium,Gnaphalium cheiranthifolium
Gnaphalium filagineum,Gnaphalium filagineum
Gnaphalium hoppeanum,Gnaphalium hoppeanum
Gnaphalium norvegicum,Gnaphalium norvegicum
Gnaphalium palustre,Gnaphalium palustre
Gnaphalium purpureum,Gnaphalium purpureum
Gnaphalium strictum,Gnaphalium strictum
Gnaphalium supinum,Gnaphalium supinum
Gnaphalium sylvaticum,Gnaphalium sylvaticum
Gnaphalium uliginosum,Gnaphalium uliginosum
Gnephosis acicularis,Gnephosis acicularis
Gnephosis angianthoides,Gnephosis angianthoides
Gnephosis arachnoidea,Gnephosis arachnoidea
Gnephosis drummondii,Gnephosis drummondii
Gnephosis eriocarpa,Gnephosis eriocarpa
Gnephosis tenuissima,Gnephosis tenuissima
Gnetum costatum,Gnetum costatum
Gnetum cuspidatum,Gnetum cuspidatum
Gnetum gnemon,Gnetum gnemon
Gnetum latifolium,Gnetum latifolium
Gnetum leyboldii,Gnetum leyboldii
Gnetum macrostachyum,Gnetum macrostachyum
Gnetum microcarpum,Gnetum microcarpum
Gnetum montanum,Gnetum montanum
Gnetum parvifolium,Gnetum parvifolium
Gnetum pendulum,Gnetum pendulum
Gnetum scandens,Gnetum scandens
Gnetum urens,Gnetum urens
Gnidia chapmanii,Gnidia chapmanii
Gnidia daphnifolia,Gnidia daphnifolia
Gnidia fastigiata,Gnidia fastigiata
Gnidia involucrata,Gnidia involucrata
Gnidia linearis,Gnidia linearis
Gochnatia barrosii,NA
Gochnatia floribunda,Gochnatia floribunda
Gochnatia foliolosa,Gochnatia foliolosa
Gochnatia glutinosa,Gochnatia glutinosa
Gochnatia hypoleuca,Gochnatia hypoleuca
Gochnatia polymorpha,Gochnatia polymorpha
Gochnatia purpusii,Gochnatia purpusii
Godmania aesculifolia,Godmania aesculifolia
Goethalsia meiantha,Goethalsia meiantha
Gomortega keule,Gomortega keule
Gomphandra australiana,Gomphandra australiana
Gomphandra javanica,Gomphandra javanica
Gomphandra pseudojavanica,Gomphandra pseudojavanica
Gomphandra tetrandra,Gomphandra tetrandra
Gomphia densiflora,Gomphia densiflora
Gomphia elongata,Gomphia elongata
Gomphia hiernii,Gomphia hiernii
Gomphia lunzuensis,Gomphia lunzuensis
Gomphia obtusifolia,Gomphia obtusifolia
Gomphia serrata,Gomphia serrata
Gomphia striata,Gomphia striata
Gomphocarpus cancellatus,Gomphocarpus cancellatus
Gomphocarpus filiformis,Gomphocarpus filiformis
Gomphocarpus fruticosus,Gomphocarpus fruticosus
Gomphocarpus integer,Gomphocarpus integer
Gomphocarpus kaessneri,Gomphocarpus kaessneri
Gomphocarpus phillipsiae,NA
Gomphocarpus physocarpus,Gomphocarpus physocarpus
Gomphocarpus sinaicus,Gomphocarpus sinaicus
Gomphocarpus swynnertonii,Gomphocarpus swynnertonii
Gomphogyne cissiformis,Gomphogyne cissiformis
Gompholobium ecostatum,Gompholobium ecostatum
Gompholobium foliolosum,Gompholobium foliolosum
Gompholobium glabratum,Gompholobium glabratum
Gompholobium grandiflorum,Gompholobium grandiflorum
Gompholobium knightianum,Gompholobium knightianum
Gompholobium latifolium,Gompholobium latifolium
Gompholobium marginatum,Gompholobium marginatum
Gompholobium minus,Gompholobium minus
Gompholobium scabrum,Gompholobium scabrum
Gompholobium tomentosum,Gompholobium tomentosum
Gompholobium virgatum,Gompholobium virgatum
Gomphrena albiflora,Gomphrena albiflora
Gomphrena breviflora,Gomphrena breviflora
Gomphrena canescens,Gomphrena canescens
Gomphrena celosioides,Gomphrena celosioides
Gomphrena decumbens,Gomphrena decumbens
Gomphrena filaginoides,Gomphrena filaginoides
Gomphrena globosa,Gomphrena globosa
Gomphrena pulchella,Gomphrena pulchella
Gomphrena vaga,Gomphrena vaga
Gongora quinquenervis,Gongora quinquenervis
Gongronema nepalense,Gongronema nepalense
Gongylolepis benthamiana,Gongylolepis benthamiana
Gonioanthela sp,NA
Goniodiscus elaeospermus,NA
Gonioma kamassi,Gonioma kamassi
Goniopteris sp,Goniopteris
Goniorrhachis marginata,Goniorrhachis marginata
Goniothalamus chinensis,Goniothalamus chinensis
Goniothalamus gabriacianus,Goniothalamus gabriacianus
Goniothalamus giganteus,Goniothalamus giganteus
Goniothalamus howii,Goniothalamus howii
Goniothalamus macrophyllus,Goniothalamus macrophyllus
Goniothalamus malayanus,Goniothalamus malayanus
Goniothalamus sesquipedalis,Goniothalamus sesquipedalis
Goniothalamus sumatranus,Goniothalamus sumatranus
Gonocarpus acanthocarpus,Gonocarpus acanthocarpus
Gonocarpus aggregatus,Gonocarpus aggregatus
Gonocarpus benthamii,Gonocarpus benthamii
Gonocarpus confertifolius,Gonocarpus confertifolius
Gonocarpus incanus,Gonocarpus incanus
Gonocarpus intricatus,Gonocarpus intricatus
Gonocarpus leptothecus,Gonocarpus leptothecus
Gonocarpus mezianus,Gonocarpus mezianus
Gonocarpus micranthus,Gonocarpus micranthus
Gonocarpus teucrioides,Gonocarpus teucrioides
Gonocaryum calleryanum,Gonocaryum calleryanum
Gonocaryum gracile,Gonocaryum gracile
Gonocaryum litorale,Gonocaryum littorale
Gonocaryum lobbianum,Gonocaryum lobbianum
Gonocytisus pterocladus,Gonocytisus pterocladus
Gonolobus erianthus,Gonolobus erianthus
Gonolobus gonoloboides,Gonolobus gonoloboides
Gonolobus nemorosus,Gonolobus nemorosus
Gonolobus niger,Gonolobus niger
Gonolobus pectinatus,Gonolobus pectinatus
Gonospermum fruticosum,Gonospermum fruticosum
Gonystylus acuminatus,Gonystylus acuminatus
Gonystylus affinis,Gonystylus affinis
Gonystylus areolatus,Gonystylus areolatus
Gonystylus bancanus,Gonystylus bancanus
Gonystylus brunnescens,Gonystylus brunnescens
Gonystylus calophylloides,Gonystylus calophylloides
Gonystylus confusus,Gonystylus confusus
Gonystylus forbesii,Gonystylus forbesii
Gonystylus keithii,Gonystylus keithii
Gonystylus macrophyllus,Gonystylus macrophyllus
Gonystylus maingayi,Gonystylus maingayi
Gonystylus punctatus,Gonystylus punctatus
Gonystylus velutinus,Gonystylus velutinus
Gonystylus xylocarpus,Gonystylus xylocarpus
Gonzalagunia hirsuta,Gonzalagunia hirsuta
Goodenia albiflora,Goodenia albiflora
Goodenia amplexans,Goodenia amplexans
Goodenia armstrongiana,Goodenia armstrongiana
Goodenia bellidifolia,Goodenia bellidifolia
Goodenia berardiana,Goodenia berardiana
Goodenia caerulea,Goodenia caerulea
Goodenia cycloptera,Goodenia cycloptera
Goodenia decurrens,Goodenia decurrens
Goodenia decursiva,Goodenia decursiva
Goodenia fascicularis,Goodenia fascicularis
Goodenia glauca,Goodenia glauca
Goodenia havilandii,Goodenia havilandi
Goodenia hederacea,Goodenia hederacea
Goodenia heterochila,Goodenia heterochila
Goodenia holtzeana,Goodenia holtzeana
Goodenia humilis,Goodenia humilis
Goodenia janamba,Goodenia janamba
Goodenia laevis,Goodenia laevis
Goodenia leiosperma,Goodenia leiosperma
Goodenia lunata,Goodenia lunata
Goodenia micrantha,Goodenia micrantha
Goodenia microptera,Goodenia microptera
Goodenia ovata,Goodenia ovata
Goodenia pilosa,Goodenia pilosa
Goodenia pinifolia,Goodenia pinifolia
Goodenia pinnatifida,Goodenia pinnatifida
Goodenia pusilliflora,Goodenia pusilliflora
Goodenia quadrilocularis,Goodenia quadrilocularis
Goodenia ramelii,Goodenia ramelii
Goodenia rotundifolia,Goodenia rotundifolia
Goodenia scapigera,Goodenia scapigera
Goodenia stelligera,Goodenia stelligera
Goodenia stenophylla,Goodenia stenophylla
Goodenia trichophylla,Goodenia trichophylla
Goodenia watsonii,Goodenia watsonii
Goodenia willisiana,Goodenia willisiana
Goodia lotifolia,Goodia lotifolia
Goodia medicaginea,Goodia medicaginea
Goodyera oblongifolia,Goodyera oblongifolia
Goodyera pubescens,Goodyera pubescens
Goodyera repens,Goodyera repens
Goodyera viridiflora,Goodyera viridiflora
Gordonia amboinensis,Gordonia amboinensis
Gordonia axillaris,Gordonia axillaris
Gordonia concentricicatrix,Gordonia concentricicatrix
Gordonia excelsa,Gordonia excelsa
Gordonia fruticosa,Gordonia fruticosa
Gordonia haematoxylon,Gordonia haematoxylon
Gordonia hainanensis,Gordonia hainanensis
Gordonia integerrima,Gordonia integerrima
Gordonia lasianthus,Gordonia lasianthus
Gordonia longicarpa,Gordonia longicarpa
Gordonia luzonica,Gordonia luzonica
Gordonia speciosa,Gordonia speciosa
Gordonia taipingensis,Gordonia taipingensis
Gorteria diffusa,Gorteria diffusa
Gossia acmenoides,Gossia acmenoides
Gossia bidwillii,Gossia bidwillii
Gossia dallachyana,Gossia dallachyana
Gossweilerodendron balsamiferum,Gossweilerodendron balsamiferum
Gossypioides kirkii,Gossypioides kirkii
Gossypium arboreum,Gossypium arboreum
Gossypium barbadense,Gossypium barbadense
Gossypium harknessii,Gossypium harknessii
Gossypium herbaceum,Gossypium herbaceum
Gossypium hirsutum,Gossypium hirsutum
Gossypium stocksii,Gossypium stocksii
Gossypium sturtianum,Gossypium sturtianum
Gossypium triphyllum,Gossypium triphyllum
Gouania laxiflora,Gouania laxiflora
Gouania longipetala,Gouania longipetala
Gouania longispicata,Gouania longispicata
Gouania lupuloides,Gouania lupuloides
Gouania polygama,Gouania polygama
Gouania rosei,Gouania rosei
Gouinia paraguayensis,Gouinia paraguayensis
Goupia glabra,Goupia glabra
Grabowskia glauca,Grabowskia glauca
Graderia scabra,Graderia scabra
Graffenrieda emarginata,Graffenrieda emarginata
Graffenrieda latifolia,Graffenrieda latifolia
Graffenrieda rupestris,Graffenrieda rupestris
Grafia golaka,Grafia golaka
Grahamia bracteata,Grahamia bracteata
Grammatophyllum speciosum,Grammatophyllum speciosum
Grammitis billiardieri,Grammitis billiardieri
Grammitis diminuta,Grammitis diminuta
Grammosolen truncatus,Grammosolen truncatus
Grangeria borbonica,Grangeria borbonica
Graptophyllum sp,NA
Gratiola aurea,Gratiola aurea
Gratiola ebracteata,Gratiola ebracteata
Gratiola nana,Gratiola nana
Gratiola officinalis,Gratiola officinalis
Gratiola peruviana,Gratiola peruviana
Gratiola pubescens,Gratiola pubescens
Gratiola pumilo,Gratiola pumilo
Gratiola virginiana,Gratiola virginiana
Grayia brandegeei,Grayia brandegeei
Grayia spinosa,Grayia spinosa
Grazielia gaudichaudeana,Grazielia gaudichaudeana
Grazielia intermedia,Grazielia intermedia
Grazielia serrata,Grazielia serrata
Greenwayodendron suaveolens,Greenwayodendron suaveolens
Greigia sphacelata,Greigia sphacelata
Grevea eggelingii,Grevea eggelingii
Grevea madagascariensis,Grevea madagascariensis
Grevillea anethifolia,Grevillea anethifolia
Grevillea aneura,Grevillea aneura
Grevillea annulifera,Grevillea annulifera
Grevillea aspleniifolia,Grevillea aspleniifolia
Grevillea australis,Grevillea australis
Grevillea baileyana,Grevillea baileyana
Grevillea banksii,Grevillea banksii
Grevillea barklyana,Grevillea barklyana
Grevillea biformis,Grevillea biformis
Grevillea buxifolia,Grevillea buxifolia
Grevillea caleyi,Grevillea caleyi
Grevillea candelabroides,Grevillea candelabroides
Grevillea decurrens,Grevillea decurrens
Grevillea dimidiata,Grevillea dimidiata
Grevillea dryandri,Grevillea dryandri
Grevillea eriobotrya,Grevillea eriobotrya
Grevillea eriostachya,Grevillea eriostachya
Grevillea eryngioides,Grevillea eryngioides
Grevillea excelsior,Grevillea excelsior
Grevillea floribunda,Grevillea floribunda
Grevillea glauca,Grevillea glauca
Grevillea goodii,Grevillea goodii
Grevillea hilliana,Grevillea hilliana
Grevillea hugelii,Grevillea huegelii
Grevillea juncifolia,Grevillea juncifolia
Grevillea juniperina,Grevillea juniperina
Grevillea kenneallyi,Grevillea kenneallyi
Grevillea laurifolia,Grevillea laurifolia
Grevillea leptopoda,Grevillea leptopoda
Grevillea leucoclada,Grevillea leucoclada
Grevillea leucopteris,Grevillea leucopteris
Grevillea levis,Grevillea
Grevillea linearifolia,Grevillea linearifolia
Grevillea longifolia,Grevillea longifolia
Grevillea manglesii,Grevillea manglesii
Grevillea nana,Grevillea nana
Grevillea nematophylla,Grevillea nematophylla
Grevillea oleoides,Grevillea oleoides
Grevillea paniculata,Grevillea paniculata
Grevillea papuana,Grevillea papuana
Grevillea parviflora,Grevillea parviflora
Grevillea patentiloba,Grevillea patentiloba
Grevillea petrophiloides,Grevillea petrophiloides
Grevillea plurijuga,Grevillea plurijuga
Grevillea polybotrya,Grevillea polybotrya
Grevillea polybractea,Grevillea polybractea
Grevillea pteridifolia,Grevillea pteridifolia
Grevillea pterosperma,Grevillea pterosperma
Grevillea pyramidalis,Grevillea pyramidalis
Grevillea ramosissima,Grevillea ramosissima
Grevillea refracta,Grevillea refracta
Grevillea robusta,Grevillea robusta
Grevillea rosmarinifolia,Grevillea rosmarinifolia
Grevillea saccata,Grevillea saccata
Grevillea sericea,Grevillea sericea
